Code;Libellé;Libellé court;Format;Taux plafonné;Taux déplafonné;Taux AT;Date d'effet;Date de fin;Spécificité
'297';CONTRAT ACCES EMPLOI DOM MIN.BUDGET OM;C.A.E BUDGET;E;6.65;0.85;;1998-01-01;1999-01-04;
'298';CONTRAT ACCES EMPLOI MINISTERE DOM OM;CAE;E;;100.0;;2018-01-01;2019-01-01;
'298';CONTRAT ACCES EMPLOI MINISTERE DOM OM;CAE;E;;100.0;;2016-01-01;2018-01-01;
'298';CONTRAT ACCES EMPLOI MINISTERE DOM OM;CAE;E;;100.0;;2009-01-01;2012-01-01;
'298';CONTRAT ACCES EMPLOI MINISTERE DOM OM;CAE;E;;100.0;;2008-01-01;2009-01-01;
'298';CONTRAT ACCES EMPLOI MINISTERE DOM OM;CAE;E;;100.0;;2004-01-07;2004-01-10;
'299';CAE CAS PART MINISTERE BUDGET OM;CAE CAS PART MIN AT;E;;100.0;;2019-01-01;;
'299';CAE CAS PART MINISTERE BUDGET OM;CAE CAS PART MIN AT;E;;100.0;;2014-01-01;2015-01-01;
'299';CAE CAS PART MINISTERE BUDGET OM;CAE CAS PART MIN AT;E;;100.0;;2009-01-01;2012-01-01;
'299';CAE CAS PART MINISTERE BUDGET OM;CAE CAS PART MIN AT;E;;100.0;;2007-01-01;2008-01-01;
'299';CAE CAS PART MINISTERE BUDGET OM;CAE CAS PART MIN AT;E;;100.0;;2006-01-01;2007-01-01;
'299';CAE CAS PART MINISTERE BUDGET OM;CAE CAS PART MIN AT;E;;100.0;;2004-01-10;2006-01-01;
'300';VRP MULTICARTES;VRP MULTICARTES;D;13.8;13.05;1.0;2020-01-01;2021-01-01;
'300';VRP MULTICARTES;VRP MULTICARTES;D;13.7;19.54;1.3;2016-01-01;2017-01-01;
'300';VRP MULTICARTES;VRP MULTICARTES;D;13.4;21.1;1.7;2014-01-01;2015-01-01;
'300';VRP MULTICARTES;VRP MULTICARTES;D;13.04;20.65;1.3;2000-01-01;2001-01-01;
'300';VRP MULTICARTES;VRP MULTICARTES;D;13.11;20.0;1.7;1997-01-10;1998-01-01;
'300';VRP MULTICARTES;VRP MULTICARTES;D;13.11;20.0;1.7;1990-01-01;1997-01-10;
'301';CREANCE CCVRP AL;CREANCE CCVRP;D;13.6;20.9;1.3;2015-01-01;2016-01-01;
'301';CREANCE CCVRP AL;CREANCE CCVRP;D;13.04;22.35;1.3;2004-01-01;2004-01-07;
'301';CREANCE CCVRP AL;CREANCE CCVRP;D;13.04;22.3;1.6;2001-01-01;2003-01-01;
'301';CREANCE CCVRP AL;CREANCE CCVRP;D;13.04;22.3;1.3;2000-01-07;2001-01-01;
'301';CREANCE CCVRP AL;CREANCE CCVRP;D;13.04;22.45;1.5;1998-01-04;1999-01-01;
'302';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL;ASSOC DOMI EXO;A;6.9;0.7;0.0;2024-01-01;;
'302';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL;ASSOC DOMI EXO;A;6.9;0.7;0.0;2018-01-01;2024-01-01;
'302';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL;ASSOC DOMI EXO;A;6.9;1.45;0.0;2017-01-01;2018-01-01;
'302';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL;ASSOC DOMI EXO;E;6.75;1.15;;2007-01-01;2008-01-01;
'302';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL;ASSOC DOMI EXO;E;6.65;1.15;;2004-01-07;2004-01-10;
'302';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL;ASSOC DOMI EXO;A;12.39;14.71;0.0;1998-01-01;1999-01-01;
'302';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL;ASSOC DOMI EXO;A;12.39;19.46;0.0;1997-01-10;1998-01-01;
'303';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL AL;ASSOC EXO;A;6.8;2.8;0.0;2014-01-01;2014-12-31;
'303';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL AL;ASSOC EXO;A;6.75;2.75;0.0;2008-01-01;2012-01-01;
'303';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL AL;ASSOC EXO;E;6.75;2.95;;2007-01-01;2007-01-07;
'303';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL AL;ASSOC EXO;E;6.75;2.95;;2006-01-01;2007-01-01;
'303';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL AL;ASSOC EXO;E;6.65;2.65;;1999-01-01;2000-01-07;
'303';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL AL;ASSOC EXO;A;12.39;16.51;0.0;1998-01-01;1999-01-01;
'303';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL AL;ASSOC EXO;E;12.39;21.26;;1997-01-10;1998-01-01;
'304';RG CAS GENERAL SAUF FNAL;RG SAUF FNAL;A;14.75;20.0;0.0;1940-01-01;1997-01-10;
'305';RG CAS GENERAL SAUF FNAL AL;RG SAUF FNAL;A;15.15;22.15;0.0;2013-01-01;2014-01-01;
'305';RG CAS GENERAL SAUF FNAL AL;RG SAUF FNAL;A;14.95;22.25;0.0;2008-01-01;2012-01-01;
'305';RG CAS GENERAL SAUF FNAL AL;RG SAUF FNAL;A;14.75;22.35;0.0;2003-01-01;2004-01-07;
'305';RG CAS GENERAL SAUF FNAL AL;RG SAUF FNAL;A;14.75;22.45;0.0;1999-01-01;2000-01-07;
'305';RG CAS GENERAL SAUF FNAL AL;RG SAUF FNAL;A;14.75;21.8;0.0;1997-01-10;1998-01-01;
'305';RG CAS GENERAL SAUF FNAL AL;RG SAUF FNAL;A;14.75;21.8;0.0;1940-01-01;1997-01-10;
'306';NON RESIDENTS RETRAITES PRERETRAITES;NON RES RETRA;E;;3.2;;2018-01-03;2018-12-31;
'307';NON RESIDENTS SUR ALLOCATION CHOMAGE;NON RES CHOMA;E;;2.8;;2018-01-02;2018-12-31;
'307';NON RESIDENTS SUR ALLOCATION CHOMAGE;NON RES CHOMA;E;;2.8;;2005-01-01;2018-01-02;
'308';RR RETRAITE BASE REG.SPEC. N-RESID;RR RET.B RS NON RES;E;;3.2;;2019-01-01;;
'308';RR RETRAITE BASE REG.SPEC. N-RESID;RR RET.B RS NON RES;E;;3.2;;2009-01-07;2019-01-01;
'312';ARTISTES CAS GENERAL ABATTEMENT 30%;ARTISTES 30%;B;10.61;14.76;1.47;2013-01-01;2014-01-01;
'312';ARTISTES CAS GENERAL ABATTEMENT 30%;ARTISTES 30%;B;10.47;14.76;1.4;2012-01-01;2013-01-01;
'312';ARTISTES CAS GENERAL ABATTEMENT 30%;ARTISTES 30%;B;10.54;14.76;1.19;2010-01-01;2011-01-01;
'312';ARTISTES CAS GENERAL ABATTEMENT 30%;ARTISTES 30%;B;10.54;14.76;1.33;2007-01-01;2009-01-01;
'312';ARTISTES CAS GENERAL ABATTEMENT 30%;ARTISTES 30%;B;10.4;14.76;1.19;2004-01-10;2005-01-01;
'312';ARTISTES CAS GENERAL ABATTEMENT 30%;ARTISTES 30%;B;10.4;14.46;1.33;1998-01-01;1999-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;A;10.82;14.48;0.0;2018-01-01;2019-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.75;15.98;0.98;2015-01-01;2016-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.68;15.92;1.12;2014-01-01;2015-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.61;15.81;1.33;2013-01-01;2014-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.47;15.81;1.82;2012-01-01;2013-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.54;15.88;1.82;2009-01-01;2011-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.54;15.95;1.75;2007-01-07;2008-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.4;15.95;1.05;2004-01-10;2006-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.4;15.95;1.05;2004-01-07;2004-01-10;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.4;15.65;1.05;2004-01-01;2004-01-07;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.4;15.72;0.77;1998-01-01;2000-01-07;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.4;19.04;0.77;1997-01-10;1998-01-01;
'313';ARTISTES CAS GENERAL ABATTEMENT 30% AL;ARTISTES;B;10.4;19.04;0.77;1940-01-01;1990-01-01;
'314';ARTISTES AVEC DISPENSE PO ABATT 30%;ART. PP;B;5.88;14.16;1.47;2013-01-01;2014-01-01;
'314';ARTISTES AVEC DISPENSE PO ABATT 30%;ART. PP;B;5.88;14.16;1.4;2009-01-01;2010-01-01;
'314';ARTISTES AVEC DISPENSE PO ABATT 30%;ART. PP;B;5.81;13.86;1.19;2003-01-01;2004-01-07;
'314';ARTISTES AVEC DISPENSE PO ABATT 30%;ART. PP;B;5.81;13.86;1.33;1997-01-01;1997-01-10;
'315';ARTISTES AVEC DISPENSE PO ABATT 30% AL;ARTISTES PAIR;A;5.99;13.15;0.0;2018-01-01;2019-01-01;
'315';ARTISTES AVEC DISPENSE PO ABATT 30% AL;ARTISTES PAIR;B;5.95;14.2;0.98;2015-01-01;2016-01-01;
'315';ARTISTES AVEC DISPENSE PO ABATT 30% AL;ARTISTES PAIR;B;5.81;13.86;1.05;2004-01-01;2004-01-07;
'315';ARTISTES AVEC DISPENSE PO ABATT 30% AL;ARTISTES PAIR;B;5.81;13.86;1.19;2002-01-01;2004-01-01;
'315';ARTISTES AVEC DISPENSE PO ABATT 30% AL;ARTISTES PAIR;B;5.81;13.86;1.12;2001-01-01;2002-01-01;
'315';ARTISTES AVEC DISPENSE PO ABATT 30% AL;ARTISTES PAIR;B;5.81;13.86;0.77;1998-01-04;2001-01-01;
'315';ARTISTES AVEC DISPENSE PO ABATT 30% AL;ARTISTES PAIR;B;5.81;13.86;0.77;1997-01-10;1998-01-01;
'316';FNAL ARTISTES TOTALITE;FNAL ARTISTES TOTAL;E;;0.35;;2012-01-01;;
'316';FNAL ARTISTES TOTALITE;FNAL ARTISTES TOTAL;E;;0.28;;2007-01-01;2011-01-01;
'316';FNAL ARTISTES TOTALITE;FNAL ARTISTES TOTAL;E;;0.28;;1991-01-07;1997-01-10;
'316';FNAL ARTISTES TOTALITE;FNAL ARTISTES TOTAL;E;;0.14;;1940-01-01;1991-01-07;
'317';FNAL DEGR. ANNEE 4 ARTISTES;FNAL DEG4 ART;E;;0.14;;2012-01-04;2021-11-30;
'317';FNAL DEGR. ANNEE 4 ARTISTES;FNAL DEG4 ART;E;;0.14;;2007-01-01;2008-01-01;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.92;14.69;1.33;2014-01-01;2015-01-01;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.88;14.69;1.4;2011-01-01;2012-01-01;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.88;14.69;1.4;2009-01-01;2010-01-01;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.88;14.69;1.33;2007-01-01;2009-01-01;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.88;14.69;1.33;2006-01-01;2007-01-01;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.81;14.39;1.19;2003-01-01;2004-01-07;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.81;17.71;1.33;1997-01-10;1998-01-01;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.81;17.71;1.33;1990-01-01;1997-01-10;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.81;17.71;1.33;1940-01-01;1990-01-01;
'319';ARTISTES FONCTIONNAIRES ABBAT 30% AL;ART FONCT;A;5.99;14.2;0.0;2018-01-01;2019-01-01;
'319';ARTISTES FONCTIONNAIRES ABBAT 30% AL;ART FONCT;B;5.95;15.78;0.98;2015-01-01;2016-01-01;
'319';ARTISTES FONCTIONNAIRES ABBAT 30% AL;ART FONCT;B;5.88;15.81;1.82;2009-01-01;2011-01-01;
'319';ARTISTES FONCTIONNAIRES ABBAT 30% AL;ART FONCT;B;5.88;15.81;1.75;2008-01-01;2009-01-01;
'319';ARTISTES FONCTIONNAIRES ABBAT 30% AL;ART FONCT;B;5.88;15.95;1.75;2007-01-01;2007-01-07;
'319';ARTISTES FONCTIONNAIRES ABBAT 30% AL;ART FONCT;B;5.81;15.58;1.05;2004-01-01;2004-01-07;
'319';ARTISTES FONCTIONNAIRES ABBAT 30% AL;ART FONCT;B;5.81;15.55;1.12;2001-01-01;2002-01-01;
'319';ARTISTES FONCTIONNAIRES ABBAT 30% AL;ART FONCT;B;5.81;18.97;1.1;1940-01-01;1990-01-01;
'320';ARTISTES SANS AT;ART SANS AT;E;10.82;9.23;;2019-01-01;2024-01-01;
'320';ARTISTES SANS AT;ART SANS AT;E;10.82;13.88;;2017-01-01;2018-01-01;
'320';ARTISTES SANS AT;ART SANS AT;E;10.82;13.77;;2016-01-01;2017-01-01;
'320';ARTISTES SANS AT;ART SANS AT;E;10.68;14.87;;2014-01-01;2015-01-01;
'320';ARTISTES SANS AT;ART SANS AT;E;10.47;14.76;;2012-01-01;2013-01-01;
'320';ARTISTES SANS AT;ART SANS AT;E;10.54;14.76;;2007-01-01;2012-01-01;
'320';ARTISTES SANS AT;ART SANS AT;E;10.4;14.76;;2004-01-10;2006-01-01;
'321';ARTISTES SANS AT AL;ART SANS AT;E;10.82;10.14;;2022-01-04;2024-01-01;
'321';ARTISTES SANS AT AL;ART SANS AT;E;10.68;15.92;;2014-01-01;2015-01-01;
'321';ARTISTES SANS AT AL;ART SANS AT;E;10.61;15.81;;2013-01-01;2014-01-01;
'321';ARTISTES SANS AT AL;ART SANS AT;E;10.54;15.88;;2008-01-01;2012-01-01;
'321';ARTISTES SANS AT AL;ART SANS AT;E;10.54;15.95;;2007-01-07;2008-01-01;
'321';ARTISTES SANS AT AL;ART SANS AT;E;10.4;15.72;;2000-01-01;2000-01-07;
'323';EXO CONTRATS AIDES ATELIER INSERTION;EXO ACI;D;6.9;0.7;1.5;2018-01-01;2024-01-01;
'323';EXO CONTRATS AIDES ATELIER INSERTION;EXO ACI;D;6.9;1.4;1.5;2016-01-01;2017-01-01;
'323';EXO CONTRATS AIDES ATELIER INSERTION;EXO ACI;D;6.75;1.15;1.5;2013-01-01;2014-01-01;
'324';FNAL JOURNALISTES -DE 20 SALARIES;FNAL JOURN -20 SAL;E;0.08;;;2015-01-01;2015-01-10;
'324';FNAL JOURNALISTES -DE 20 SALARIES;FNAL JOURN -20 SAL;E;0.08;;;2012-01-01;2014-12-31;
'325';EXO ATELIER INSERTION MAYOTTE;EXI INSERTION MAYO;D;5.43;4.87;3.39;2025-01-01;;
'325';EXO ATELIER INSERTION MAYOTTE;EXI INSERTION MAYO;D;4.77;2.35;1.5;2019-01-01;2020-01-01;
'325';EXO ATELIER INSERTION MAYOTTE AL;EXI INSERTION MAYO;D;6.75;2.75;1.5;2009-01-01;2012-01-01;
'326';FNAL JOURNALISTES (20 SALARIES OU +);FNAL JOURN 20SAL OU+;E;;0.4;;1997-01-10;1998-01-01;
'326';FNAL JOURNALISTES (20 SALARIES OU +);FNAL JOURN 20SAL OU+;E;;0.4;;1991-01-07;1997-01-10;
'326';FNAL JOURNALISTES (20 SALARIES OU +);FNAL JOURN 20SAL OU+;E;;0.2;;1940-01-01;1991-01-07;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.99;20.45;0.87;2022-01-01;2024-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.99;20.45;1.0;2020-01-01;2022-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.99;20.45;1.2;2018-01-01;2020-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.99;21.09;1.4;2017-01-01;2018-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.99;20.99;1.3;2016-01-01;2017-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.92;20.85;1.3;2014-01-01;2015-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.81;20.85;1.3;2012-01-01;2013-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.88;20.85;1.1;2006-01-01;2007-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.81;20.85;1.0;2004-01-10;2005-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.81;20.55;1.0;2004-01-01;2004-01-07;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.81;20.55;1.1;2002-01-01;2004-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.81;20.55;1.3;2001-01-01;2002-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.81;20.65;1.2;1999-01-01;2000-01-11;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.81;20.0;1.2;1990-01-01;1997-01-01;
'330';MEDECINS FONCTIONNAIRES;MEDECIN FONCT;D;5.81;20.0;1.2;1940-01-01;1990-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.99;21.95;2.1;2019-01-01;2020-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.99;21.95;2.2;2018-01-01;2019-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.99;22.49;1.6;2016-01-01;2017-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.95;22.4;1.6;2015-01-01;2016-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.88;22.45;1.2;2010-01-01;2012-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.88;22.65;1.3;2006-01-01;2007-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.81;22.25;1.2;2003-01-01;2004-01-07;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.81;22.2;1.1;2000-01-11;2002-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.81;17.05;1.2;1998-01-01;1999-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.81;21.8;1.2;1990-01-01;1997-01-01;
'331';MEDECINS FONCTIONNAIRES AL;MEDECIN FONCT;D;5.81;21.8;1.2;1940-01-01;1990-01-01;
'333';CUI/CAE FRANCE TRAVAIL;CUI/CAE FRANCE TRAV;E;6.8;1.3;;2014-01-01;2015-01-01;
'335';EXO CONTRATS AIDES POLE EMPLOI AL;EXO POLE EMPLOI;E;6.75;2.65;;2013-01-01;2014-01-01;
'336';PROF MEDIC ABATT.30% PLF;PROF MEDIC;A;10.82;13.17;0.0;2024-01-01;;
'336';PROF MEDIC ABATT.30% PLF;PROF MEDIC;A;10.82;13.05;0.0;2019-01-01;2024-01-01;
'336';PROF MEDIC ABATT.30% PLF;PROF MEDIC;A;10.4;20.95;0.0;2004-01-10;2006-01-01;
'336';PROF MEDIC ABATT.30% PLF;PROF MEDIC;A;10.4;15.25;0.0;1998-01-01;1999-01-01;
'336';PROF MEDIC ABATT.30% PLF;PROF MEDIC;A;10.4;20.0;0.0;1997-01-10;1998-01-01;
'337';PROF MEDIC ABATT 30% PLF AL;MEDECINS;A;10.68;22.6;0.0;2014-01-01;2014-12-31;
'337';PROF MEDIC ABATT 30% PLF AL;MEDECINS;A;10.47;22.45;0.0;2012-01-01;2013-01-01;
'337';PROF MEDIC ABATT 30% PLF AL;MEDECINS;A;10.54;22.55;0.0;2008-01-01;2012-01-01;
'337';PROF MEDIC ABATT 30% PLF AL;MEDECINS;A;10.54;22.75;0.0;2007-01-01;2007-01-07;
'337';PROF MEDIC ABATT 30% PLF AL;MEDECINS;A;10.54;22.75;0.0;2006-01-01;2007-01-01;
'337';PROF MEDIC ABATT 30% PLF AL;MEDECINS;A;10.4;21.8;0.0;1940-01-01;1997-01-10;
'338';PROF MEDIC ABATT 30% PLF SAUF AF;MEDECINS;A;10.82;9.6;0.0;2019-01-01;2024-01-01;
'338';PROF MEDIC ABATT 30% PLF SAUF AF;MEDECINS;A;10.4;15.55;0.0;2004-01-10;2006-01-01;
'338';PROF MEDIC ABATT 30% PLF SAUF AF;MEDECINS;A;10.4;15.55;0.0;2004-01-07;2004-01-10;
'338';PROF MEDIC ABATT 30% PLF SAUF AF;MEDECINS;A;10.4;20.0;0.0;1997-01-10;1998-01-01;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.68;17.35;0.0;2014-01-01;2014-12-31;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.54;17.25;0.0;2007-01-07;2008-01-01;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.54;17.35;0.0;2006-01-01;2007-01-01;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.4;17.25;0.0;2004-01-10;2006-01-01;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.4;16.9;0.0;2000-01-07;2003-01-01;
'339';PROF MEDIC ABATT 30% PLF SAUF AF AL;MEDECINS;A;10.4;21.8;0.0;1940-01-01;1997-01-10;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.9;1.45;;2017-01-01;2018-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.9;1.4;;2016-01-01;2017-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.85;1.35;;2015-01-01;2016-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.75;1.15;;2013-01-01;2014-01-01;
'340';INSERTION ACCUEIL ENTREP.EXO 100%;INSER.EXO100%;E;6.75;1.15;;2006-01-01;2007-01-01;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.65;2.65;;2012-01-01;2013-01-01;
'341';INSERTION ACCUEIL ENTRP(EXO 100%) AL;INSER.EXO100%;E;6.75;2.85;;2007-01-07;2008-01-01;
'343';RG EXO COT PAT CDI - 26 ANS U2;RG EXO COT CDI -26A;E;0.0;0.0;;2018-01-02;2018-03-31;
'343';RG EXO COT PAT CDI - 26 ANS U2;RG EXO COT CDI -26A;E;;2.4;;2013-01-07;2018-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;15.45;19.69;0.0;2017-01-01;2018-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;15.45;19.54;0.0;2016-01-01;2017-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;15.35;19.4;0.0;2015-01-01;2016-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;15.25;21.1;0.0;2014-01-01;2015-01-01;
'346';PERSONNEL MEDICAL CENTRES DE SANTE;PERS MEDICAL;A;14.85;20.0;0.0;1997-01-10;1998-01-01;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;2024-01-01;;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;2022-01-01;2023-01-01;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;2012-01-01;2013-01-01;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;1998-01-01;2007-01-01;
'350';CONTRAT D'INSERTION PAR L'ACTIVITE OM;CIA;E;6.9;1.15;;2017-01-01;2018-01-01;
'350';CONTRAT D'INSERTION PAR L'ACTIVITE OM;CIA;E;6.75;0.85;;2013-01-01;2014-01-01;
'350';CONTRAT D'INSERTION PAR L'ACTIVITE OM;CIA;E;6.55;5.6;;1940-01-01;1997-01-10;
'352';CONTR INSERT PAR L'ACTIVITE CAS PART OM;CIA;E;;100.0;;2015-01-01;2016-01-01;
'352';CONTR INSERT PAR L'ACTIVITE CAS PART OM;CIA;E;;100.0;;2006-01-01;2007-01-01;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.9;0.7;;2018-01-01;2019-01-01;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.8;1.3;;2014-01-01;2015-01-01;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.75;1.15;;2013-01-01;2014-01-01;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;6.65;0.85;;1999-01-01;2004-01-07;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;6.75;2.75;;2008-01-01;2009-01-01;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;6.75;2.95;;2006-01-01;2007-01-01;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;6.65;2.5;;2000-01-07;2003-01-01;
'361';INSERTION ACCUEIL EN STRUCT. AGREEE AL;INSERTION;E;6.65;2.65;;1999-01-01;2000-01-07;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2023-01-01;2024-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2022-01-01;2023-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2021-01-01;2022-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2015-01-01;2016-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2009-01-01;2011-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;1998-01-01;1999-01-01;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;1990-01-01;1998-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;2016-01-01;2018-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;1990-01-01;1998-01-01;
'364';ELEVE ENS.SECONDAIRE AR.412.8.2E(B);ELEVE ENS SECOND AT;D;;;100.0;1940-01-01;1990-01-01;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.9;0.7;3.0;2018-01-01;2019-01-01;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.75;1.15;3.1;2013-01-01;2014-01-01;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.65;1.15;3.7;2006-01-01;2013-01-01;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.55;1.15;3.7;2004-01-10;2006-01-01;
