Nomenclature,Code,Libellé,Commentaire
DSN_TypeUniteMesure,31,à la pige,
DSN_TypeUniteMesure,32,à la vacation,
DSN_TypeUniteMesure,33,à la tâche,
DSN_TypeUniteMesure,34,au SMIC,
DSN_TypeUniteMesure,35,à la part,
DSN_TypeUniteMesure,99,salarié non concerné,
DSN_Nature_Juridique,1,Etablissement,
DSN_Nature_Juridique,2,Autre,
DSN_Nature_Juridique,3,A domicile,
Declaration_Champ,1,déclaration totale,
Declaration_Champ,2,déclaration partielle régime agricole,
Declaration_Champ,3,déclaration partielle régime général,
Motif_reprise_DSN_phase_1,1,reprise normale,
Motif_reprise_DSN_phase_1,2,reprise temps partiel thérapeutique,
Motif_reprise_DSN_phase_1,3,reprise temps partiel raison personnelle,
CodeRegime,134,régime spécial de la SNCF,
CodeRegime,135,régime spécial de la RATP,
CodeRegime,136,établissement des invalides de la marine (ENIM),
CodeRegime,137,mineurs ou assimilés (CANSSM),
CodeRegime,138,militaires de carrière (CNMSS),
CodeRegime,140,clercs et employés de notaires (CRPCEN),
CodeRegime,141,chambre de commerce et d'industrie de Paris,
CodeRegime,144,Assemblée Nationale,
CodeRegime,145,Sénat,
CodeRegime,146,port autonome de Bordeaux,
CodeRegime,147,régime spécial des industries électriques et gazières (CAMIEG),
CodeRegime,149,régimes des cultes (CAVIMAC),
CodeRegime,200,régime général (CNAM),
CodeRegime,300,régime agricole (MSA),
CodeRegime,400,régime spécial Banque de France,
CodeRegime,900,"autre régime (réservé Polynésie Française, Nouvelle Calédonie)",
CodeRegime,909,travailleur étranger non assujetti à un régime de base risque maladie en France,
CodeRegime,999,sans régime obligatoire,
DSN_Autre_Element_Revenu_Type,1,Somme versée par un tiers,
DSN_Autre_Element_Revenu_Type,2,Avantage en nature : repas,
DSN_Autre_Element_Revenu_Type,3,Avantage en nature : logement,
DSN_Autre_Element_Revenu_Type,4,Avantage en nature : véhicule,
DSN_Autre_Element_Revenu_Type,5,Avantage en nature : NTIC,
DSN_Autre_Element_Revenu_Type,6,Avantage en nature : autres,
DSN_Autre_Element_Revenu_Type,7,Frais professionnels remboursés au forfait,
DSN_Autre_Element_Revenu_Type,8,Frais professionnels pris en charge par l'employeur,
DSN_Autre_Element_Revenu_Type,9,Frais professionnels remboursés au réel,
DSN_Autre_Element_Revenu_Type,10,Déduction forfaitaire spécifique,
DSN_Autre_Element_Revenu_Type,11,Participation y compris supplément,
DSN_Autre_Element_Revenu_Type,12, Intéressement y compris supplément,
DSN_Autre_Element_Revenu_Type,14,Abondement au plan d'épargne entreprise (PEE),
DSN_Autre_Element_Revenu_Type,15,Abondement au plan d'épargne interentreprises (PEI),
DSN_Autre_Element_Revenu_Type,16,"Abondement à un plan d'épargne pour la retraite collectif (PERCO, PERECO) ",
DSN_Autre_Element_Revenu_Type,17,Participation patronale au financement des titres-restaurant,
DSN_Autre_Element_Revenu_Type,18,Participation patronale aux frais de transports publics,
DSN_Autre_Element_Revenu_Type,19,Participation patronale aux frais de transports personnels,
DSN_Autre_Element_Revenu_Type,25,Droit d'auteur,
DSN_Autre_Element_Revenu_Type,26,Droit de doublage,
DSN_Autre_Element_Revenu_Type,27,Droit de rediffusion,
DSN_Autre_Element_Revenu_Type,31,Avantages de préretraite versés par l’employeur,
DSN_Autre_Element_Revenu_Type,33,"Sommes provenant d'un CET et réaffectées à un plan d'épargne retraite (PERCO, PERECO, PEREO) ou à un régime de retraite supplémentaire",
DSN_Autre_Element_Revenu_Type,34,[FP] Prestations familiales,
DSN_Autre_Element_Revenu_Type,50,Potentiel nouveau type d'autre élément de revenu brut A,
DSN_Autre_Element_Revenu_Type,51,Potentiel nouveau type d'autre élément de revenu brut B,
DSN_Autre_Element_Revenu_Type,90,Participation au financement des services à la personne,
DSN_Autre_Element_Revenu_Type,91,Montant de la participation de l'employeur aux chèques vacances,
DSN_Autre_Element_Revenu_Type,92,Cotisation patronale frais de santé,
DSN_Autre_Element_Revenu_Type,93,Cotisation prévoyance et retraite supplémentaire,
DSN_Autre_Element_Revenu_Type,94,Potentiel nouveau type d'autre élément de revenu brut C,
DSN_Autre_Element_Revenu_Type,95,Potentiel nouveau type d'autre élément de revenu brut D,
DSN_Autre_Element_Revenu_Type,96,Potentiel nouveau type d'autre élément de revenu brut E,
DSN_Statut_Emplois,1,[FP] Fonctionnaire,
DSN_Statut_Emplois,2,[FP] Contractuel de la Fonction publique,
DSN_Statut_Emplois,3,Statutaire,
DSN_Statut_Emplois,4,Non statutaire,
DSN_Statut_Emplois,6,Personnel médical hospitalier,
DSN_Statut_Emplois,7,Médecin sans statut hospitalier,
DSN_Statut_Emplois,8,[FP] Fonctionnaire stagiaire,
DSN_Statut_Emplois,9,[FP] Ouvrier d'Etat,
DSN_Statut_Emplois,10,[FP] Militaire,
DSN_Statut_Emplois,11,[FP] Parcours d'accès aux carrières (Pacte),
DSN_Statut_Emplois,12,[FP] Militaire de réserve ,
DSN_Statut_Emplois,99,Non concerné,
RAC_StatutParticulier_DSN_phase_1,1,Gérant ou collège de gérance,
RAC_StatutParticulier_DSN_phase_1,2,Administrateur,
RAC_StatutParticulier_DSN_phase_1,3,Directeur Général,
RAC_StatutParticulier_DSN_phase_1,4,Président Directeur Général,
RAC_StatutParticulier_DSN_phase_1,5,Membre du Directoire,
RAC_StatutParticulier_DSN_phase_1,6,Président du Directoire,
RAC_StatutParticulier_DSN_phase_1,7,Membre du Conseil de surveillance,
RAC_StatutParticulier_DSN_phase_1,8,"Président, administrateur, secrétaire ou trésorier d'une association",
RAC_StatutParticulier_DSN_phase_1,9,"Contrôleur de gestion, membre ou administrateur membre d'un GIE",
RAC_StatutParticulier_DSN_phase_1,10,"Associé, actionnaire",
RAC_StatutParticulier_DSN_phase_1,11,Salarié en portage salarial,
DSN_Mode_Paiement,1,chèque,
DSN_Mode_Paiement,2,virement,
DSN_Mode_Paiement,4,titre inter-bancaire de paiement,
DSN_Mode_Paiement,5,prélèvement SEPA,
DSN_Mode_Paiement,6,versement réalisé par un autre établissement,
DSN_Personnel_Couvert,1,"Oui, concerne au moins un salarié de l'établissement d'affectation",
DSN_Personnel_Couvert,2,"Non, ne concerne aucun salarié de l'établissement d'affectation",
DSN_Statut_Etranger,1,travail frontalier,
DSN_Statut_Etranger,2,travail à l’étranger,
DSN_Nouvelle_Embauche,1,Non,
DSN_Nouvelle_Embauche,3,Oui,
DSN_Travailleur_Etranger,1,Détaché,
DSN_Travailleur_Etranger,2,Expatrié,
DSN_Travailleur_Etranger,3,Frontalier,
DSN_Travailleur_Etranger,99,Non concerné,
DSN_Code_regime_risques,134,régime spécial de la SNCF,
DSN_Code_regime_risques,135,régime spécial de la RATP,
DSN_Code_regime_risques,136,établissement des invalides de la marine (ENIM),
DSN_Code_regime_risques,137,mineurs ou assimilés (CANSSM),
DSN_Code_regime_risques,147,régime spécial des industries électriques et gazières,
DSN_Code_regime_risques,200,régime général (CNAM),
DSN_Code_regime_risques,300,régime agricole (CCMSA ou C3A),
DSN_Code_regime_risques,401,risque AT/MP pris en charge totalement par l'employeur (hors périmètre Etat),
DSN_Code_regime_risques,402,risque AT/MP pris en charge partiellement par l'employeur (hors périmètre Etat),
DSN_Code_regime_risques,900,autre régime,
DSN_Code_regime_risques,999,sans régime obligatoire (fonctionnaire des trois fonctions publiques et contractuels dont le risque AT est couvert par l'Etat),
DSN_Code,1,"honoraires, vacations",
DSN_Code,2,commissions,
DSN_Code,3,courtages,
DSN_Code,4,ristournes,
DSN_Code,5,jetons de présence,
DSN_Code,6,droits d'auteur,
DSN_Code,7,droits d'inventeur,
DSN_Code,8,autres rémunérations ,
DSN_Code,11,retenue impôt sur le revenu,
DSN_Code_Taxe,1,Assujettissement à la taxe à l'apprentissage,
DSN_Code_Taxe,2,Non assujettissement à la taxe à l'apprentissage,
DSN_Code_Taxe,3,Assujettissement à la contribution supplémentaire à l’apprentissage,
DSN_Code_Taxe,4,Non assujettissement à la contribution supplémentaire à l’apprentissage,
DSN_Code_Taxe,5,Assujettissement à la participation des employeurs à l'effort de construction (PEEC),
DSN_Code_Taxe,6,Non assujettissement à la participation des employeurs à l'effort de construction (PEEC),
DSN_Code_Taxe,7,Assujettissement à la contribution à la formation professionnelle (CFP),
DSN_Code_Taxe,8,Non assujettissement à la contribution à la formation professionnelle (CFP),
DSN_Code_Taxe,9,Assujettissement à la taxe sur les salaires,
DSN_Code_Taxe,10,Non assujettissement à la taxe sur les salaires,
DSN_Code_Taxe,13,Assujettissement à la contribution dédiée au financement du Compte Personnel de Formation pour les titulaires de CDD (CPF-CDD),
DSN_Code_Taxe,14,Non assujettissement à la contribution dédiée au financement du Compte Personnel de Formation pour les titulaires de CDD (CPF-CDD),
DSN_Code_Taxe,15,Assiette de la taxe sur les salaires au premier taux,
DSN_Code_Taxe,16,Assiette de la taxe sur les salaires au deuxième taux,
DSN_Code_Cotisation,1,Cotisation ADPFA (Association pour le Développement du Paritarisme des Fleuristes et Animaliers),
DSN_Code_Cotisation,2,Cotisation APNAB (Association Paritaire Nationale pour le développement de la négociation collective dans l'Artisanat du Bâtiment),
DSN_Code_Cotisation,3,Cotisation sur assiette avec congés payés CCCA-BTP (Comité de Concertation et de Coordination de l'apprentissage du Bâtiment et des Travaux Publics),
DSN_Code_Cotisation,4,Cotisation CPPNTT (Commission Paritaire Professionnelle Nationale du Travail Temporaire),
DSN_Code_Cotisation,5,Cotisation Développement du paritarisme,
DSN_Code_Cotisation,6,Cotisation Dialogue social,
DSN_Code_Cotisation,7,Cotisation FAF (Fonds d'Assurance formation),
DSN_Code_Cotisation,9,Cotisation FAPS (Fonds d'action professionnelle et sociale),
DSN_Code_Cotisation,10,Cotisation FASTT (Fonds d'Action Sociale du Travail Temporaire),
DSN_Code_Cotisation,11,Cotisation Fonds de péréquation,
DSN_Code_Cotisation,12,Cotisation IFC (Indemnités de fin de carrière),
DSN_Code_Cotisation,17,Cotisation ORGA (Organisations Syndicales  du Travail Temporaire),
DSN_Code_Cotisation,18,Cotisation Promotion et recrutement,
DSN_Code_Cotisation,19,Cotisations attachées à une population de non salariés ayants-droit,
DSN_Code_Cotisation,20,Cotisations attachées à une population de non salariés retraités,
DSN_Code_Cotisation,21,Cotisations FMSE (Fond national agricole de mutualisation des risques sanitaires et environnementaux),
DSN_Code_Cotisation,22,Cotisations VAL'HOR (association française pour la valorisation des produits et métiers de l'horticulture et du paysage),
DSN_Code_Cotisation,23,Activation du bénéfice de l'aide au paiement des cotisations,
DSN_Code_Cotisation,24,Cotisation assise sur le nombre d'heures d'intérim,
DSN_Code_Cotisation,25,Contribution aux régimes supplémentaires de retraite à prestations définies - Rente,
DSN_Code_Cotisation,26,Contribution aux régimes supplémentaires de retraite à prestations définies - Prime,
DSN_Code_Cotisation,27,Contribution aux régimes supplémentaires de retraite à prestations définies - Dotations,
DSN_Code_Cotisation,28,Contribution additionnelle sur les rentes liquidées,
DSN_Code_Cotisation,29,Contribution aux régimes supplémentaires de retraite à prestations définies. Rente à taux 7%,
DSN_Code_Cotisation,30,Contribution aux régimes supplémentaires de retraite à prestations définies. Rente à taux 14%,
DSN_Code_Cotisation,31,Contribution additionnelle de solidarité pour l'autonomie,
DSN_Code_Cotisation,32,"Contribution Sociale généralisée au taux de 3,80% + RDS sur revenu de remplacement ",
DSN_Code_Cotisation,33,"Contribution Sociale généralisée au taux de 6,20% + RDS sur revenu de remplacement ",
DSN_Code_Cotisation,34,"Contribution Sociale généralisée au taux de 6,60% + RDS sur revenu de remplacement ",
DSN_Code_Cotisation,35,"Contribution Sociale généralisée au taux de 7,50% + RDS sur revenu de remplacement ",
DSN_Code_Cotisation,36,Cotisation TTC sur assiette CDD avec congés payés pour le secteur du BTP (Constructys Organisme Paritaire Collecteur Agréé pour le BTP),
DSN_Code_Cotisation,37,Cotisation TTC sur assiette avec congés payés pour le secteur du BTP (Constructys Organisme Paritaire Collecteur Agréé pour le BTP),
DSN_Code_Cotisation,38,Cotisation TTC  sur assiette sans  congés payés (Constructys Organisme Paritaire Collecteur Agréé pour le BTP),
DSN_Code_Cotisation,39,Cotisation TTC  sur assiette avec congés payés pour les salariés non soumis à la cotisation CCCA-BTP (Constructys Organisme Paritaire Collecteur Agréé pour le BTP),
DSN_Code_Cotisation,40,Cotisation TTC  sur assiette hors congés payés pour les salariés non soumis à la cotisation CCCA-BTP (Constructys Organisme Paritaire Collecteur Agréé pour le BTP),
DSN_Code_Cotisation,41,Cotisation maladie sur les avantages de préretraite,
DSN_Code_Cotisation,42,Cotisation maladie sur les avantages de retraite,
DSN_Code_Cotisation,43,Cotisation maladie Alsace-Moselle sur les avantages de retraite,
DSN_Code_Cotisation,44,Cotisation forfait social à 8%,
DSN_Code_Cotisation,45,Cotisation forfait social à 20%,
DSN_Code_Cotisation,46,Cotisations organismes ou syndicats professionnels recouvrées par Audiens (Culture Communication Médias),
DSN_Code_Cotisation,47,Cotisation forfait social à 16%,
DSN_Code_Cotisation,48,Cotisation forfait social à 10%,
DSN_Code_Cotisation,49,CSG au taux de 8.30% + RDS sur revenus de remplacement,
DSN_Code_Cotisation,50,CSG au taux de 9.20% + RDS sur revenus de remplacement,
DSN_Code_Cotisation,54,Cotisation assise sur le chiffre d'affaires,
DSN_Code_Cotisation,60,Déduction ECAP,
DSN_Code_Cotisation,61,"Déduction de sous-traitance (EA, ESAT, TIH, portage salarial)",
DSN_Code_Cotisation,62,Dépense déductible liée aux travaux d’accessibilité,
DSN_Code_Cotisation,63,Dépense déductible liée au maintien et à la reconversion professionnelle,
DSN_Code_Cotisation,64,Dépense déductible liée aux prestations d’accompagnement et de sensibilisation,
DSN_Code_Cotisation,65,Contribution OETH brute avant déductions,
DSN_Code_Cotisation,66,Contribution OETH nette avant écrêtement,
DSN_Code_Cotisation,67,Contribution OETH nette après écrêtement,
DSN_Code_Cotisation,68,Contribution OETH réelle due,
DSN_Code_Cotisation,69,Dépenses OETH prévues par l’accord et non réalisées,
DSN_Code_Cotisation,71,Dépense déductible liée à la participation à des événements,
DSN_Code_Cotisation,72,Dépense déductible liée aux partenariats avec des associations,
DSN_Code_Cotisation,73,"Dépenses déductibles liées aux actions concourant à la professionnalisation et aux achats auprès des EA, ESAT, TIH",
DSN_Code_Cotisation,74,"Exonération Taxe d’apprentissage pour un employeur d’apprenti(s), dont la masse salariale est inférieure à 6 SMICs ",
DSN_Code_Cotisation,75,Déductions relatives aux CFA d’entreprise et/ou au financement des offres nouvelles de formation par apprentissage (Art. L6241-2 code du travail),
DSN_Code_Cotisation,76,Solde de la taxe d'apprentissage versé en numéraire,
DSN_Code_Cotisation,77,Réduction du solde de la taxe d’apprentissage liée à des subventions aux CFA (Art. L6241-4 du code du travail) versé en nature,
DSN_Code_Cotisation,78,Réduction du solde de la taxe d’apprentissage liée à des créances alternants (Art. L6241-4 du code du travail),
DSN_Code_Cotisation,79,Contribution supplémentaire à l’apprentissage (CSA) ,
DSN_Code_Cotisation,80,Exonération de la contribution supplémentaire à l’apprentissage (CSA),
DSN_Code_Cotisation,90,Cotisation spécifique Prévoyance,
DSN_Code_Cotisation,91,Cotisation relative aux droits spécifiques passés des activités non régulées (DSPNR),
DSN_Code_Cotisation,92,Potentielle nouvelle cotisation établissement B,
DSN_Code_Cotisation,93,Potentielle nouvelle cotisation établissement C,
DSN_Code_Cotisation,94,Potentielle nouvelle cotisation établissement A,
DSN_Code_Cotisation,95,Potentielle nouvelle cotisation établissement D,
DSN_Code_Cotisation,96,Potentielle nouvelle cotisation établissement E,
DSN_Anciennete_Type,2,Ancienneté dans la branche professionnelle ou le secteur d'activité,
DSN_Anciennete_Type,3,Ancienneté dans le collège ou la catégorie professionnelle,
DSN_Anciennete_Type,4,Ancienneté dans le poste,
DSN_Anciennete_Type,6,Ancienneté dans le groupe,
DSN_Anciennete_Type,7,Ancienneté dans l'entreprise,
DSN_Anciennete_Unite_Mesure,1,Jours,
DSN_Anciennete_Unite_Mesure,2,Mois,
DSN_Anciennete_Unite_Mesure,3,Années,
DSN_Salarie_temps_partiel,1,pour la vieillesse régime de base,
DSN_Salarie_temps_partiel,2,pour la vieillesse régime de base et la retraite complémentaire,
DSN_Remuneration_Pourboire,1,oui,
DSN_Code_Emplois_Multiples,1,emploi unique,
DSN_Code_Emplois_Multiples,2,emplois multiples,
DSN_Code_Emplois_Multiples,3,situation non connue,
DSN_Code_Employeur_Multiples,1,employeur unique,
DSN_Code_Employeur_Multiples,2,employeurs multiples,
DSN_Code_Employeur_Multiples,3,situation non connue,
DSN_Code_Statut_Categoriel_APECITA,1,salarié cadre,
DSN_Code_Statut_Categoriel_APECITA,2,salarié non cadre,
DSN_Devise_Paiement,1,euro,
DSN_Devise_Paiement,2,franc Pacifique,
DSN_NatureEvenementDeclencheurSignalement,1,Embauche effective de l'individu,
DSN_NatureEvenementDeclencheurSignalement,2,Mutation de l'individu sans rupture du contrat de travail,
DSN_NatureEvenementDeclencheurSignalement,3,Fin de dispense d’affiliation,
DSN_NatureEvenementDeclencheurSignalement,4,"Changement des paramètres salarié du contrat collectif prévoyance, santé complémentaire, retraite supplémentaire",
DSN_NatureEvenementDeclencheurSignalement,5,Transmission de l’ensemble d’une population à affilier à un nouveau contrat (individu faisant partie d’une population à affilier à un nouveau contrat),
DSN_NatureEvenementDeclencheurSignalement,6,Appel de taux de PAS pour un individu non salarié,
DSN_NatureEvenementDeclencheurSignalement,7,Changement de tiers déclarant ou changement de logiciel déclaratif,
DSN_Implantation_Entreprise,1,Entreprise étrangère avec établissement en France,
DSN_Implantation_Entreprise,2,Entreprise étrangère hors UE sans établissement en France,
DSN_Implantation_Entreprise,3,Entreprise étrangère dans l’UE sans établissement en France,
DSN_Type_Gestion_Assu_Chomage,1,employeur en auto-assurance,
DSN_Type_Gestion_Assu_Chomage,2,employeur ayant conclu une convention de gestion,
DSN_Type_Gestion_Assu_Chomage,3,employeur ayant adhéré au régime d'Assurance chômage (adhésion révocable),
DSN_Type_Gestion_Assu_Chomage,4,employeur ayant adhéré au régime d'Assurance chômage (adhésion non révocable),
DSN_Type_Gestion_Assu_Chomage,5,adhésion au régime particulier pour les apprentis du secteur public,
DSN_Type_Gestion_Assu_Chomage,6,affiliation au régime d’Assurance chômage pour un contrat d’emploi pénitentiaire,
DSN_Alsace_Moselle,1,Oui,
DSN_Ayant_Droit_Type,1,"adulte (conjoint, concubin, pacs)",
DSN_Ayant_Droit_Type,2,enfant,
DSN_Ayant_Droit_Type,3,"autre (ascendant, collatéraux, …)",
DSN_Penibilite_Facteur_Exposition,5,les activités exercées en milieu hyperbare,
DSN_Penibilite_Facteur_Exposition,6,les températures extrêmes,
DSN_Penibilite_Facteur_Exposition,7,le bruit,
DSN_Penibilite_Facteur_Exposition,8,le travail de nuit,
DSN_Penibilite_Facteur_Exposition,9,le travail en équipes successives alternantes,
DSN_Penibilite_Facteur_Exposition,10,"le travail répétitif (répétition d'un même geste, à une cadence contrainte avec un temps de cycle défini)",
DSN_Penibilite_Facteur_Exposition,99,annulation,
DSN_Code_Contexte,1,oui,
DSN_Code_Contexte,2,non,
DSN_Etablissement_Nature_Juridique,1,Privée,
DSN_Etablissement_Nature_Juridique,2,Publique,
DSN_Etablissement_Nature_Juridique,3,Etablissement privé à capitaux majoritaires publics,
DSN_Code_Delegataire_Risque_Maladie,501,MGEN - Section Extra-Métropolitaine,
DSN_Code_Delegataire_Risque_Maladie,505,MAGE - CPAM75 - Mutuelle autonome générale de l'éducation,
DSN_Code_Delegataire_Risque_Maladie,506,MGEN,
DSN_Code_Delegataire_Risque_Maladie,512,MG - Mutuelle Générale,
DSN_Code_Delegataire_Risque_Maladie,516,MNAM - Mutuelle Nationale Aviation Marine,
DSN_Code_Delegataire_Risque_Maladie,523,MCF - Mutuelle Centrale des Finances,
DSN_Code_Delegataire_Risque_Maladie,533,Mutuelle des Relations Extérieures (MAE),
DSN_Code_Delegataire_Risque_Maladie,537,MGP - Mutuelle Générale de la Police,
DSN_Code_Delegataire_Risque_Maladie,555,SMPPN - Société Mutualiste du Personnel de la Police Nationale,
DSN_Code_Delegataire_Risque_Maladie,599,MFP - Mutuelle de la fonction publique et MGAS - Mutuelle Générale des Affaires Sociales,
DSN_Code_Delegataire_Risque_Maladie,601,LMDE - La Mutuelle des Étudiants,
DSN_Code_Delegataire_Risque_Maladie,602,MCVPAP - Mutuelle Complémentaire de la Ville de Paris. de l'Assistance Publique et des Administrations Annexes,
DSN_Code_Delegataire_Risque_Maladie,604,MMI - Mutuelle du Ministère de l'Intérieur et MPN- Mutuelle de la Police Nationale de Strasbourg,
DSN_Code_Delegataire_Risque_Maladie,606,MNFCT - Mutuelle Nationale des fonctionnaires des collectivités territoriales,
DSN_Code_Delegataire_Risque_Maladie,607,SLTC -Transports en Commun de Lyon,
DSN_Code_Delegataire_Risque_Maladie,609,MNT- Mutuelle Nationale Territoriale,
DSN_Code_Delegataire_Risque_Maladie,610,HCL - Hospices Civils de Lyon,
DSN_Code_Delegataire_Risque_Maladie,612,UPBTP - Bâtiments et Travaux Publics de Lyon et Mutuelle Boissière du Bâtiment (Dieppe et Rouen),
DSN_Code_Delegataire_Risque_Maladie,613,MGAT Chartres et MUTAME Nantes - Mutuelle des Personnels municipaux,
DSN_Code_Delegataire_Risque_Maladie,614,MICILS - UMIGA SOGIREL. UPES - Mutuelle Interprofessionnelle des Cadres. Ingénieurs de la région Lyonnaise et stéphanoise,
DSN_Code_Delegataire_Risque_Maladie,616,Mutuelle de municipaux de Marseille,
DSN_Code_Delegataire_Risque_Maladie,617,Sociétés d'Étudiants Mutualistes (SMEBA - SMERRA - SMESO - SMENO - MEP - MGEL – SMEREB - SMECO - SMEREP - SMERE),
DSN_Code_Delegataire_Risque_Maladie,618,VITTAVI pour DOM,
DSN_Code_Delegataire_Risque_Maladie,619,"MNH - Mutuelle Nationale des Hospitalier, y compris certaines mutuelles des personnels municipaux",
DSN_Code_Delegataire_Risque_Maladie,651,Mutuelle des Personnels Municipaux et Hospitaliers de Tours. Mulhouse. Poitiers,
DSN_Code_Delegataire_Risque_Maladie,652,COVIMUT - Poitiers (Transports en commun),
DSN_Code_Delegataire_Risque_Maladie,654,Mutuelle de la Mairie de Toulouse CGFTE - Bordeaux (Transports en commun),
DSN_Code_Delegataire_Risque_Maladie,689,Mutuelle de l'Est - Section de Strasbourg,
DSN_Code_Delegataire_Risque_Maladie,908,Caisse de branche ferroviaire,
DSN_Codification_UE,1,France,
DSN_Codification_UE,2,UE,
DSN_Codification_UE,3,EEE,
DSN_Codification_UE,4,Reste du Monde,
DSN_ActionsGratuites_Code_Contexte,1,oui,
DSN_ActionsGratuites_Code_Contexte,2,non,
DSN_VehiculeTechnique_Code_Modalite_Indemnite,1,allocations forfaitaires,
DSN_VehiculeTechnique_Code_Modalite_Indemnite,2,remboursement,
DSN_VehiculeTechnique_Code_Modalite_Indemnite,3,prise en charge par l'employeur,
DSN_VehiculeTechnique_Code_Type_Avantage_Nature,1,nourriture,
DSN_VehiculeTechnique_Code_Type_Avantage_Nature,2,logement,
DSN_VehiculeTechnique_Code_Type_Avantage_Nature,3,voiture,
DSN_VehiculeTechnique_Code_Type_Avantage_Nature,4,nouvelles technologies de l'Informatique et de la Communication,
DSN_VehiculeTechnique_Code_Type_Avantage_Nature,9,autre avantage,
DSN_VehiculeTechnique_Code_Taux_Reduit_Dispense,D,dispense de retenue à la source,
DSN_VehiculeTechnique_Code_Taux_Reduit_Dispense,R,taux réduit de retenue à la source,
DSN_CodeStatutCategorielAPECITA,1,salarié cadre,
DSN_CodeStatutCategorielAPECITA,2,salarié non cadre,
DSN_CodeStatutCategorielAPECITA,99,Non concerné,
DSN_TravailleurEtranger,1,Détaché,
DSN_TravailleurEtranger,2,Expatrié,
DSN_TravailleurEtranger,3,Frontalier,
DSN_TravailleurEtranger,99,Non concerné,
DSN_ContactDeclare_type,1,Contact chez le déclaré pour les IJ,
DSN_ContactDeclare_type,2,Contact chez le déclaré pour les fins de contrats de travail (Pôle emploi),
DSN_ContactDeclare_type,3,"Contact chez le déclaré pour les acteurs statistiques (DARES, INSEE, etc …)",
DSN_ContactDeclare_type,4,"Contact chez le déclaré recouvrant, entre autres, des cotisations de Sécurité Sociale (Urssaf CN, MSA, Pôle emploi) ",
DSN_ContactDeclare_type,5,Contact chez le déclaré pour le recouvrement des cotisations (retraite complémentaire et autres),
DSN_ContactDeclare_type,6,Contact sur l’identification des salariés (NIR),
DSN_ContactDeclare_type,7,Contact sur l’identification de l’établissement (SIRET),
DSN_ContactDeclare_type,8,"Contextualisable à l’ensemble des organismes, hors typologies 1 à 7, et 9",
DSN_ContactDeclare_type,9,Contact chez l'établissement centralisateur pour les IJ,
DSN_ContactDeclare_type,13,Contact chez le déclaré pour les aides versées par l'ASP,
DSN_ContactDeclare_type,14,Contact chez le déclaré pour le suivi des travailleurs handicapés,
DSN_ContactDeclare_type,15,"Contact pour les congés payés (CIBTP, Transport, Manutention portuaire)",
DSN_ContactDeclare_type,16,Contact chez le déclaré pour la formation professionnelle ,
DSN_IndividuAgircArrco_StatutConventionnel,3,cadre dirigeant (votant au collège employeur des élections prud'homales),
DSN_IndividuAgircArrco_StatutConventionnel,4,autres cadres au sens de la convention collective (ou du statut pour les régimes spéciaux),
DSN_IndividuAgircArrco_StatutConventionnel,5,"profession intermédiaire (technicien, contremaître, agent de maîtrise, clergé)",
DSN_IndividuAgircArrco_StatutConventionnel,6,"employé administratif d'entreprise, de commerce, agent de service",
DSN_IndividuAgircArrco_StatutConventionnel,7,ouvriers qualifiés et non qualifiés y compris ouvriers agricoles,
DSN_IndividuAgircArrco_StatutConventionnel,8,agent de la fonction publique d'Etat,
DSN_IndividuAgircArrco_StatutConventionnel,99,individu non concerné,
DSN_IndividuAgircArrco.StatutRetraiteComplementaire,1,cadre (article 4 et 4bis),
DSN_IndividuAgircArrco.StatutRetraiteComplementaire,2,extension cadre pour retraite complémentaire,
DSN_IndividuAgircArrco.StatutRetraiteComplementaire,4,non cadre,
DSN_IndividuAgircArrco.StatutRetraiteComplementaire,10,sans statut catégoriel,
DSN_BasesSpecifiqueAgircArrco_Type,1,Allocation de chômage pour les entreprises en auto-assurance chômage,
DSN_BasesSpecifiqueAgircArrco_Type,2,Allocation de cessation anticipée d'activité Amiante,
DSN_BasesSpecifiqueAgircArrco_Type,3,Allocation de pré-retraite suite à rupture du contrat,
DSN_BasesSpecifiqueAgircArrco_Type,5,Somme versée à un tiers,
DSN_BasesSpecifiqueAgircArrco_Type,6,Montant versé à un bénéficiaire ne relevant pas des règles de sécurité sociale en France mais qui est imposable,
DSN_BasesSpecifiqueAgircArrco_Type,7,Allocation de pré-retraite sans rupture de contrat,
DSN_BasesSpecifiqueAgircArrco_Type,8,Montant de retraite versée par l'employeur,
DSN_BasesSpecifiqueAgircArrco_Type,9,Pensions d'invalidité,
DSN_BasesSpecifiqueAgircArrco_CodeBaseSpecifique,23,Base exceptionnelle Agirc Arrco,
DSN_BasesSpecifiqueAgircArrco_CodeBaseSpecifique,43,Base plafonnée exceptionnelle Agirc Arrco,
DSN_BasesSpecifiqueAgircArrco_CodeBaseSpecifique,50,Assiette brute déplafonnée,
DSN_BasesSpecifiqueAgircArrco_CodeBaseSpecifique,51,Assiette brute plafonnée,
DSN_BasesSpecifiqueAgircArrco_CodeBaseSpecifique,52,Assiette de la contribution libératoire,
DSN_BasesSpecifiqueAgircArrco_CodeBaseSpecifique,53,Assiette de la contribution sociale généralisée,
Modatite_FC,1,Application du circuit dérogatoire,
Modatite_FC,2,Non application du circuit dérogatoire ,
AncienNaturePoste,1,[FP] Temps complet,
AncienNaturePoste,2,[FP] Temps non complet,
AncienNaturePoste,3,Régime VSDL (Week-endiste),
AncienNaturePoste,99,Non concerné,
